npi_number,organization_name,last_updated_nppes,facility_name,address,city,state,postal_code,phone,taxonomy_code,last_updated,facility_setting,facility_description,years_in_operation,medication_assisted_treatment,offers_private_rooms,facebook_url,youtube_url,instagram_url,twitter_url,linkedin_url,ogdescription,robots_string,official_screenshot,markdown_content,firecrawl_metadata,screenshot_urls,extraction_date,data_source_url,service_areas,donation_info,key_features,processing_status,extraction_completed,created_at,updated_at
1073349874,NEW MERVEILLE 2 LLC,2025-02-20 00:00:00,,4821 N 108TH AVE,PHOENIX,AZ,850375471,8177072798,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073356333,COACHELLA VALLEY RECOVERY CENTER INC.,2024-06-14 00:00:00,,68275 VERANO RD,CATHEDRAL CITY,CA,922346260,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073361440,CAST COLORADO LLC,2024-08-05 00:00:00,,1317 17TH ST,ALAMOSA,CO,811013555,7209551880,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073371860,TIDES BEHAVIORAL HEALTH LLC,2024-08-14 00:00:00,,4 PRESTON CT STE 101,BEDFORD,MA,017302356,Unknown,261QM0850X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073372744,"FRIENDLY RECOVERY CENTER, LLC",2024-11-22 00:00:00,,13681 NEWPORT AVE STE 8614,TUSTIN,CA,927804689,6572189125,171400000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073381539,JOURNEY OF A NEW LIVING,2023-12-14 00:00:00,,6650 COLUMBUS AVE,VAN NUYS,CA,914054516,8187845040,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073383832,ACTION BEHAVIORAL HEALTH LLC,2024-09-06 00:00:00,,2601 ROSLYN AVE,BALTIMORE,MD,212162218,4432721112,101YA0400X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073385613,PORT RECOVERY IOP INC.,2023-10-26 00:00:00,,8615 RIDGELYS CHOICE DR STE 205,NOTTINGHAM,MD,212363028,4348694909,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073388286,SYNERGY TREATMENT LLC,2023-11-17 00:00:00,,120 S CHURCH ST,WEST CHESTER,PA,193823255,6103082772,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073397311,"STEP-UP EMPOWERMENT SERVICES, LLC.",2023-08-18 00:00:00,,21945 THREE NOTCH RD STE 102,LEXINGTON PARK,MD,206531563,2403464285,253Z00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073398855,"KINGDOM BEHAVIORAL HEALTH SERVICES, LLC",2023-08-29 00:00:00,,5 PUBLIC SQ STE 200,HAGERSTOWN,MD,217405599,3013935500,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073399069,TENNESSEE BEHAVIORAL HEALTH LLC,2024-10-24 00:00:00,,3400 IRVINE AVE STE 211,NEWPORT BEACH,CA,926603103,9514408989,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073534228,DAYBREAK YOUTH SERVICES,2022-09-22 00:00:00,,960 E 3RD AVE,SPOKANE,WA,992022241,5094447033,261QM0855X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073566808,TOWNHALL II,2024-06-10 00:00:00,,155 N WATER ST,KENT,OH,442402418,3306783006,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073607735,"THE BETHANY HOUSE, INC.",2020-08-22 00:00:00,,240 E. VERMONT AVE.,SOUTHERN PINES,NC,28387,9106920779,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073619839,AURORA CONCEPT INC,2020-08-22 00:00:00,,7831 PARSONS BLVD,FLUSHING,NY,113661929,7189697000,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073653168,"FAMILY RECOVERY NON-PROFIT, INC.",2020-08-22 00:00:00,,518 SW 3RD ST,CORVALLIS,OR,973334439,5417386832,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073679817,COPAC ADDICTION SERVICES,2023-03-07 00:00:00,,5857 KRISTEN DR,JACKSON,MS,392112831,6019560303,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073754784,REALIZATION CENTER LLC,2009-03-11 00:00:00,,23853 PACIFIC COAST HWY,MALIBU,CA,90265,8188802193,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073755013,GILA RIVER INDIAN COMMUNITY DEPARTMENT OF HUMAN SERVICES,2009-04-06 00:00:00,,PO BOX 602,LAVEEN,AZ,853390602,5207963860,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073800140,D & A DETOX CENTER,2011-07-08 00:00:00,,9978 FOLSOM BLVD,SACRAMENTO,CA,958271407,9163643540,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073804498,"TURNING POINT OF CENTRAL CALIFORNIA, INC.",2023-01-03 00:00:00,,2731 W OLIVE AVE,FRESNO,CA,937282449,5592335096,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073841789,"SET FREE ALASKA, INC.",2024-08-20 00:00:00,,PO BOX 876741,WASILLA,AK,996876741,9073734732,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073854147,GROWTH EXTENDED,2024-03-31 00:00:00,,60 N LOTUS AVE,PASADENA,CA,911073811,8889489998,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073864229,PASSIONATE HANDS TRANSITIONAL HOUSING,2021-11-15 00:00:00,,4711 LIBERTY HEIGHTS AVE,BALTIMORE,MD,212077155,4109822242,253Z00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073887329,LA FUENTE HOLLYWOOD TREATMENT CENTER LLC,2012-03-05 00:00:00,,5718 FOUNTAIN AVE,LOS ANGELES,CA,900288516,3234642947,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073889036,"GRAND LAKE MENTAL HEALTH CENTER, INC.",2022-06-07 00:00:00,,6333 E SKELLY DR,TULSA,OK,741356106,9186644224,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073893848,CARE-DIRECT INC,2011-08-24 00:00:00,,168 WAINWRIGHT PL,STRATFORD,CT,066143247,2032964660,251C00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073901419,Unknown,2015-01-08 00:00:00,,1515 N STEPHENSON HWY,ROYAL OAK,MI,480671526,2486426070,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073903472,"CHAPTER 5 COUNSELING CENTER, LLC",2015-01-23 00:00:00,,726 W GURLEY ST,PRESCOTT,AZ,863053629,9285410692,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073906178,"HOPEWELL RECOVERY SERVICES, LLC",2015-03-13 00:00:00,,2510 CRANBERRY HWY,WAREHAM,MA,025711019,5088575504,251B00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073908786,"GEORGIA DETOX AND RECOVERY, LLC",2017-07-28 00:00:00,,2300 WINDY RIDGE PARKWAY,ATLANTA,GA,30339,4704401647,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073909560,"CENTRAL FLORIDA DETOX, LLC",2025-04-28 00:00:00,,100 SE 3RD AVE,FORT LAUDERDALE,FL,333940002,7543003120,101YA0400X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073910980,BEAUTERRE RECOVERY INSTITUTE LLC,2025-02-21 00:00:00,,2480 S COUNTY ROAD 45,OWATONNA,MN,550605113,6123267600,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073912606,"SANDPIPER WELLNESS & THERAPY, LLC",2017-11-01 00:00:00,,1405 SE GOLDTREE DR STE D,PORT SAINT LUCIE,FL,349527563,7728003990,101YA0400X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073914917,"JUPITER MEDICAL CENTER PAVILION, INC.",2014-09-10 00:00:00,,1230 S OLD DIXIE HWY,JUPITER,FL,334587205,5612635090,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073924817,Unknown,2014-05-14 00:00:00,,69 ARROWHEAD LOOP,CANADIAN,OK,744255012,9183395800,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073925061,"I-KARE OF SOUTH FLORIDA TREATMENT AND TRANSITIONAL LIVING, INC.",2018-06-20 00:00:00,,2607 SPRUCE AVE,WEST PALM BEACH,FL,334075442,9545943606,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073946547,FORD STREET PROJECT,2020-05-07 00:00:00,,139 FORD ST,UKIAH,CA,954824011,7074621934,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073955712,MERCY HOUSE RECOVERY SYSTEMS INC.,2013-11-01 00:00:00,,2215 E PINON DR,TUCSON,AZ,857062453,5208297410,291U00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073962791,SPARKLES KC LLC,2016-06-03 00:00:00,,8 CHESHIRE CT,NEWPORT BEACH,CA,926604210,9492890350,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073968749,EL PASO COMMUNITY MHMR,2024-05-31 00:00:00,,1600 MONTANA AVE,EL PASO,TX,799025622,9158773410,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073979944,"OCEANS 8 REHAB, LLC",2016-06-09 00:00:00,,35 S PEAK,LAGUNA NIGUEL,CA,926772903,4806124297,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073995080,THE HAVEN DETOX CENTER LLC,2015-06-25 00:00:00,,8649 MARTIN WAY E,LACEY,WA,985165812,3605150422,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073997060,Unknown,2015-07-20 00:00:00,,23515 HIGHWAY 190,MANDEVILLE,LA,704487334,9856244100,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1073999678,AWAKENINGS HILL COUNTRY LLC,2024-03-06 00:00:00,,184 FULLBROOK LN,FREDERICKSBURG,TX,786248313,8066697976,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083006449,A TEAM MANAGEMENT GROUP LLC,2015-02-23 00:00:00,,120 W 1470 S,ST GEORGE,UT,847706798,4357605177,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083007215,"ADDICTION RECOVERY, INC.",2025-05-05 00:00:00,,26 MARBURY DR,CROWNSVILLE,MD,210322065,4109236700,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083012413,"I'MSTILL STANDING BY GRACE, INC",2014-12-17 00:00:00,,PO BOX 2727,BALTIMORE,MD,212250727,4438310191,320800000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083023105,Unknown,2014-08-04 00:00:00,,4452 ENSENADA ST,DENVER,CO,802497139,7203386177,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083035240,CALIFORNIA HISPANIC COMMISSION ON ALCOHOL & DRUG ABUSE,2013-12-13 00:00:00,,3316-3322 W. BEVERLY BLVD.,MONTEBELLO,CA,90640,3237224529,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083036602,BELLA MONTE RECOVERY II LLC,2020-06-08 00:00:00,,68111 CALLE LAS TIENDAS,DESERT HOT SPRINGS,CA,922406435,Unknown,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083041636,MALAIKA HOUSE,2014-01-31 00:00:00,,819 & 823 JAMIE LANE,EAST PALO ALTO,CA,94303,6504626999,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083043830,INDIHEARTANDMIND INC,2025-02-18 00:00:00,,7154 N UNIVERSITY DR # 411,TAMARAC,FL,333212916,7544570700,1041C0700X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083043848,PRISM BEHAVIORAL HEALTHCARE,2025-04-21 00:00:00,,345 E MAIN STREET,JACKSON,OH,45640,7405773186,251B00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083044044,ORANGE COUNTY REHAB,2013-11-12 00:00:00,,552 HAMILTON ST UNIT E1,COSTA MESA,CA,926275502,9492007924,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083049548,BCDJS,2013-09-03 00:00:00,,909 DRUID PARK LAKE DR,BALTIMORE,MD,212174531,4102303294,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083049894,Unknown,2013-09-11 00:00:00,,6841 W 13TH AVE,PINE BLUFF,AR,716028680,8708791051,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083053151,"COMMUNITY, COUNSELING & CORRECTIONAL SERVICES, INC.",2020-06-17 00:00:00,,471 E. MERCURY ST,BUTTE,MT,59701,4067820417,251B00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083059752,Unknown,2013-05-07 00:00:00,,37 GARDEN CT N,GARFIELD,NJ,070262311,2016021963,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083070510,Unknown,2016-01-13 00:00:00,,845 E ARROW HWY,POMONA,CA,917672535,9096241233,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083072995,B2G DOCTORS,2016-02-05 00:00:00,,1495 N PARK DR,WESTON,FL,333263215,9543192259,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083073985,Unknown,2016-02-19 00:00:00,,1726 E BLAINE AVE,SALT LAKE CITY,UT,841082904,5707807703,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083075030,"ADVANCE RECOVERY SOLUTION, LLC",2019-04-05 00:00:00,,711 E IMPERIAL HWY STE 201,BREA,CA,928215601,9512120439,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083087589,ON THE PATH TO RECOVERY,2015-11-05 00:00:00,,2119 OAK ST,LA MARQUE,TX,775686023,4099334366,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083091458,"PREFERRED FAMILY HEALTHCARE, INC.",2022-06-10 00:00:00,,1601 OLD SOUTH RIVER RD,SAINT CHARLES,MO,633034120,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083092456,HOLISTIC HEALTH CARE MANAGEMENT,2015-05-18 00:00:00,,3465 NW 43RD PL,LAUDERDALE LAKES,FL,333094240,9546254772,310400000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083093330,NEW HOPE FOUNDATION,2015-05-20 00:00:00,,80 CONOVER RD,MARLBORO,NJ,077461003,7329463030,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083094858,"SOLUTIONS RECOVERY CENTER, LLC",2015-06-05 00:00:00,,16145 STATE ROAD 7 STE D,DELRAY BEACH,FL,334462735,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083095376,"EIHAB HUMAN SERVICES NEW JERSEY, INC.",2015-06-12 00:00:00,,16818 S CONDUIT AVE,JAMAICA,NY,114344806,Unknown,251B00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083095467,GALLUS DETOX SCOTTSDALE,2015-06-11 00:00:00,,4326 N 75TH ST,SCOTTSDALE,AZ,852513505,9282272300,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083101661,LA FUENTE HOLLYWOOD TREATMENT CENTER LLC,2018-04-18 00:00:00,,5718 FOUNTAIN AVE,LOS ANGELES,CA,900288516,3234642947,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083107320,"RED CIRCLE LODGE, INC",2018-06-12 00:00:00,,930 N MEMORIAL ST #1670,HILDALE,UT,84784,4358741467,322D00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083111827,THE SOURCE FL,2018-08-17 00:00:00,,1730 E COMMERCIAL BLVD,OAKLAND PARK,FL,333345721,9542882555,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083114821,OMAHA TRIBE OF NEBRASKA,2025-01-07 00:00:00,,PO BOX 250,MACY,NE,680390250,4028375381,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083116420,"SOUTH MIAMI RECOVERY, INC",2022-07-21 00:00:00,,7520 S RED RD STE E1,SOUTH MIAMI,FL,331435330,3056610055,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083117089,Unknown,2018-03-15 00:00:00,,273 HEBERTON AVE,STATEN ISLAND,NY,103021809,7184123170,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083117428,NEW CHOICES TREATMENT CENTER LLC,2024-03-26 00:00:00,,3050 EISENHAUER RD # 101-501,SAN ANTONIO,TX,782093545,7268887005,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083136188,"BLVD CENTERS, INC.",2017-07-28 00:00:00,,PO BOX 512030,LOS ANGELES,CA,900510030,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083146013,PHOENIX GROUP HOME LLC,2024-11-12 00:00:00,,PO BOX 900926,SANDY,UT,840900926,7408581659,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083150262,HOGAR LUZ DE VIDA INC,2017-01-12 00:00:00,,PO BOX 219,MAYAGUEZ,PR,006810219,7878331508,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083150296,BRICK HOUSE RECOVERY,2017-01-11 00:00:00,,1125 E PINE AVE,MERIDIAN,ID,836425955,2082864274,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083152359,THE CORNERSTONE RECOVERING COMMUNITY,2023-07-25 00:00:00,,9910 S KING DR,CHICAGO,IL,606281524,7739092424,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083152409,Unknown,2017-02-06 00:00:00,,810 BEACON AVE,LOS ANGELES,CA,900172114,3239795441,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083152912,BI-BETT,2021-01-07 00:00:00,,390 N WIGET LN STE 150,WALNUT CREEK,CA,945982468,9257987250,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083157242,Unknown,2016-11-21 00:00:00,,11501 DOLAN AVE,DOWNEY,CA,902414921,5629237894,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083161574,"EVOLVE GROWTH INITIATIVES, LLC",2019-11-18 00:00:00,,820 MORAGA DR,LOS ANGELES,CA,90049,4242815000,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083161848,Unknown,2016-09-08 00:00:00,,1601 QUESADA AVE,SAN FRANCISCO,CA,941242334,4158225977,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083162333,Unknown,2016-09-15 00:00:00,,686 NW 9TH ST,ONTARIO,OR,979141600,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1083165633,MARYHAVEN,2016-10-19 00:00:00,,1791 ALUM CREEK DR,COLUMBUS,OH,432071708,6144458131,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
